# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
225.4	203	1.706667	1.706667
148.4	405	2.740741	2.139535
116.9	609	1.914286	2.060302
99.0	816	2.184615	2.090909
86.3	1020	1.833333	2.035714
76.3	1240	1.784810	1.987952
68.3	1466	2.531250	2.060543
61.3	1668	1.845070	2.032727
56.4	1879	2.196970	2.050325
53.3	2134	2.269231	2.074928
49.3	2336	3.122449	2.144011
45.2	2670	3.024096	2.232446
43.3	2913	2.422535	2.247492
40.3	3361	2.500000	2.279024
38.3	3648	2.053191	2.260054
35.3	3854	2.169231	2.255068
31.9	4560	3.177515	2.370288
30.3	4766	1.985507	2.351617
28.1	5100	2.180952	2.339882
27.3	5480	2.362832	2.341463
26.3	5732	2.073171	2.328688
24.3	5939	3.224490	2.353473
22.4	6178	2.414286	2.355785
21.3	7887	3.128019	2.497561
19.3	8089	2.258065	2.491152
18.1	8300	2.296875	2.485930
17.0	8515	2.412698	2.484043
16.4	8933	2.166667	2.467780
15.4	9136	2.625000	2.471125
13.8	9340	2.187500	2.464392
13.3	9550	1.625000	2.440202
12.4	9844	2.094737	2.428770
11.6	10894	2.343949	2.420408
10.6	11097	2.075758	2.413411
9.7	11305	2.354839	2.412315
9.1	11524	2.650000	2.416543
8.8	11845	1.891892	2.399828
8.0	16031	2.397727	2.399279
7.2	16418	3.552941	2.419704
7.1	16715	1.801887	2.406358
6.4	16924	3.976190	2.419681
5.7	17236	1.244604	2.387579
5.6	17456	2.283582	2.386227
5.1	18036	3.496124	2.413323
4.8	18359	1.909910	2.402966
4.2	19731	1.329372	2.297293
3.6	19955	1.765432	2.290190
3.1	20115	3.000000	2.294840
