"Freq"	"Normalized_Count"	"Log_Count"
"ENSMUSG00000000686.11"	2	103.091873349492	6.70171362886313
"ENSMUSG00000000751.13"	14	3562.99983330702	11.7992815540452
"ENSMUSG00000001018.15"	1	756.911385908115	9.56588536985413
"ENSMUSG00000001415.10"	1	2179.39837519541	11.0903760349907
"ENSMUSG00000001521.12"	1	271.294403551296	8.08902352084625
"ENSMUSG00000001525.10"	1	14380.4120175757	13.8119177111504
"ENSMUSG00000001983.7"	6	192.61902652142	7.59707691986323
"ENSMUSG00000002033.14"	2	10051.4576515755	13.2952606379965
"ENSMUSG00000003033.15"	1	1778.78697261799	10.7974888562247
"ENSMUSG00000004207.14"	1	8115.31992489776	12.9866100182838
"ENSMUSG00000004568.13"	1	6747.99613099923	12.7204572113389
"ENSMUSG00000005087.17"	2	293.902270513904	8.20409311982625
"ENSMUSG00000005506.16"	1	3611.83282594625	11.8189147841714
"ENSMUSG00000005610.17"	1	17369.1720300324	14.0843244217754
"ENSMUSG00000006058.10"	1	706.269763911873	9.46611677655957
"ENSMUSG00000006304.14"	2	8464.38539080042	13.0473600336738
"ENSMUSG00000006333.14"	1	36641.9264583165	15.161247107283
"ENSMUSG00000006498.16"	1	4324.43279260765	12.0786287772982
"ENSMUSG00000007850.16"	1	5525.36268566139	12.4321145315094
"ENSMUSG00000009585.18"	1	3712.21175526023	11.8584518755221
"ENSMUSG00000009687.14"	2	7289.68062342331	12.8318377886796
"ENSMUSG00000014074.17"	6	409.654549362456	8.68178147057616
"ENSMUSG00000014496.8"	10	956.764929857569	9.9035277996576
"ENSMUSG00000014956.15"	1	3564.80846266402	11.8000134953686
"ENSMUSG00000015143.15"	1	8113.51129554075	12.9862884943176
"ENSMUSG00000015165.16"	3	6054.38677258641	12.5640033960386
"ENSMUSG00000015355.13"	3	3653.43130115745	11.8354311975878
"ENSMUSG00000015937.15"	1	3770.99220936301	11.8811109809495
"ENSMUSG00000016481.15"	3	1642.23545616384	10.6823235008611
"ENSMUSG00000016831.12"	3	1744.42301483483	10.7693610101776
"ENSMUSG00000018171.9"	3	845.534224401538	9.72542458556991
"ENSMUSG00000018412.16"	1	2211.95370362156	11.1117575540323
"ENSMUSG00000018974.7"	2	1031.82304817343	10.0123773855346
"ENSMUSG00000019254.16"	1	1883.6874753245	10.8801095958587
"ENSMUSG00000019579.13"	1	518.172310782975	9.02006963135267
"ENSMUSG00000019710.13"	1	1403.4963810387	10.4558371917435
"ENSMUSG00000019731.13"	3	1361.8979058275	10.4124617791068
"ENSMUSG00000019996.17"	1	318.31876683352	8.31885353448362
"ENSMUSG00000020476.14"	1	3308.8874086473	11.692566426846
"ENSMUSG00000020484.19"	1	890.749958326754	9.80049543304681
"ENSMUSG00000020612.16"	1	6631.33953747217	12.6953021510386
"ENSMUSG00000020647.10"	2	769.571791407175	9.58978556349362
"ENSMUSG00000020737.12"	1	2562.82779888124	11.3240836503461
"ENSMUSG00000021242.9"	1	8472.52422290696	13.048746410234
"ENSMUSG00000021243.14"	1	695.417987769821	9.44380965659368
"ENSMUSG00000021482.10"	2	831.065189545469	9.70055275293637
"ENSMUSG00000021583.7"	1	3964.51555056293	11.9532927253428
"ENSMUSG00000021665.9"	1	681.853267592256	9.41543179338601
"ENSMUSG00000021840.17"	3	1046.2920830295	10.0324481414214
"ENSMUSG00000021911.16"	1	1068.8999499921	10.0632601762427
"ENSMUSG00000021939.8"	1	2027.47350920668	10.9861787464936
"ENSMUSG00000022008.4"	1	1070.70857934911	10.0656969439234
"ENSMUSG00000022108.8"	1	8004.08921944172	12.9667017668201
"ENSMUSG00000022148.16"	1	5517.22385355485	12.4299882672436
"ENSMUSG00000022205.15"	1	2211.95370362156	11.1117575540323
"ENSMUSG00000022283.15"	3	33389.1065597365	15.0271330771121
"ENSMUSG00000022336.3"	1	9127.24805014409	13.1561222804791
"ENSMUSG00000022433.19"	1	434.071045682073	8.76510719736601
"ENSMUSG00000022443.17"	1	26644.7276874512	14.7016166127878
"ENSMUSG00000022450.6"	1	1430.62582139383	10.4834387548065
"ENSMUSG00000022696.17"	1	6591.54969161798	12.6866208251669
"ENSMUSG00000022710.17"	2	4941.1754033476	12.2709304991024
"ENSMUSG00000023764.18"	5	831.065189545469	9.70055275293637
"ENSMUSG00000023795.16"	7	93.1444118859448	6.55680355846084
"ENSMUSG00000023800.15"	5	27.1294403551296	4.8140089449125
"ENSMUSG00000024014.8"	1	1682.02530201803	10.7168411504693
"ENSMUSG00000024030.7"	1	1771.55245518996	10.7916126064697
"ENSMUSG00000024063.13"	2	6030.8745909453	12.5583907184241
"ENSMUSG00000024274.10"	1	77.7710623513714	6.29959382774636
"ENSMUSG00000024308.15"	2	5003.5731161644	12.2890312988866
"ENSMUSG00000024399.5"	1	6276.84818349848	12.6160544254709
"ENSMUSG00000024472.9"	1	1046.2920830295	10.0324481414214
"ENSMUSG00000024483.19"	1	2001.24838353006	10.967405239585
"ENSMUSG00000024576.14"	1	5373.43781967266	12.3918981375617
"ENSMUSG00000024588.9"	1	387.046682399848	8.60008641026845
"ENSMUSG00000024661.7"	1	5892.51444513414	12.5249124892616
"ENSMUSG00000024759.14"	2	2379.25191914486	11.2168985570472
"ENSMUSG00000024942.17"	1	2643.31180526812	11.3686765876013
"ENSMUSG00000025026.15"	3	8568.38157882842	13.0649753786907
"ENSMUSG00000025036.7"	4	441.305563110108	8.78889957766106
"ENSMUSG00000025060.15"	1	1981.35346060296	10.9529985077287
"ENSMUSG00000025132.13"	1	7083.49687672433	12.7904496848444
"ENSMUSG00000025217.15"	1	297.519529227921	8.22168150584991
"ENSMUSG00000025239.3"	2	2190.25015133746	11.0975384752858
"ENSMUSG00000025262.8"	1	199.853543949454	7.65000010693702
"ENSMUSG00000025266.11"	8	1099.64664906125	10.1041356659462
"ENSMUSG00000025393.12"	1	11415.16418676	13.4787903684002
"ENSMUSG00000025937.6"	1	272.1987182298	8.09380690470635
"ENSMUSG00000026234.12"	4	16481.1350157412	14.008615513886
"ENSMUSG00000026374.14"	1	1800.4905249021	10.8149753484653
