# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
228.4	121	2.102564	2.102564
169.4	242	2.184211	2.142857
141.2	366	1.952381	2.075630
125.3	488	2.388889	2.148387
112.2	609	2.558824	2.222222
101.2	734	3.464286	2.382488
92.1	855	2.102564	2.339844
84.3	976	3.481481	2.448763
78.2	1097	2.558824	2.460568
71.9	1223	2.315789	2.445070
67.3	1353	2.611111	2.460358
62.3	1477	2.647059	2.475294
57.9	1601	2.024390	2.435622
55.3	1723	2.210526	2.418651
52.3	1858	2.214286	2.402930
49.3	1980	1.489796	2.327731
45.9	2141	3.472222	2.393027
43.3	2290	3.027027	2.428144
40.3	2421	2.447368	2.429178
38.3	2548	1.886364	2.397333
36.1	2683	2.461538	2.400507
34.3	2804	2.666667	2.411192
31.7	2987	2.267857	2.402050
30.3	3112	2.571429	2.408543
28.3	3274	2.240000	2.399792
27.3	3474	2.076923	2.379377
26.2	3595	1.688889	2.350419
24.1	3719	1.952381	2.335426
22.3	3876	2.340426	2.335628
21.3	4449	2.293103	2.330090
19.3	4593	1.571429	2.299569
17.3	4714	1.420000	2.269071
16.1	4985	1.793814	2.239116
15.4	5133	1.312500	2.202121
13.5	5270	1.795918	2.190073
12.5	5412	1.897959	2.181658
11.6	6138	1.892430	2.144467
10.6	6266	1.976744	2.140852
9.7	6393	1.645833	2.129222
8.8	6560	2.553191	2.138756
8.0	9545	2.566308	2.261018
7.2	9689	2.428571	2.263388
7.1	9872	1.407895	2.242036
6.4	10255	1.439490	2.202686
5.6	10441	1.513514	2.187118
4.9	10587	3.055556	2.196558
4.8	10849	1.817204	2.186197
4.2	11864	0.963250	2.024987
3.6	11987	0.983871	2.008785
3.1	12022	1.500000	2.007004
