# [1]Quality	[2]Number of sites	[3]Marginal Ts/Tv
228.4	94	1.764706	1.764706
172.3	187	2.100000	1.921875
145.4	283	2.200000	2.010638
129.3	376	2.321429	2.081967
114.0	478	3.080000	2.251701
102.3	575	2.344828	2.267045
94.3	668	1.906250	2.211538
86.0	770	2.517241	2.248945
79.3	864	2.916667	2.310345
73.2	965	2.740741	2.350694
66.3	1058	2.444444	2.358730
61.8	1152	2.481481	2.368421
58.0	1266	2.257143	2.358090
55.3	1361	2.166667	2.343980
52.2	1481	2.333333	2.343115
49.3	1574	3.428571	2.392241
45.7	1683	3.541667	2.448770
43.3	1787	1.971429	2.416826
40.3	1900	1.568182	2.350970
37.3	1993	1.583333	2.305141
35.0	2090	2.592593	2.317460
32.4	2245	2.163265	2.306333
30.3	2358	1.511111	2.256906
28.3	2465	2.242424	2.256275
27.3	2607	1.784314	2.226485
26.3	2706	1.605263	2.198582
24.3	2799	1.214286	2.152027
22.7	2952	1.732143	2.127119
21.3	3412	1.822086	2.082204
19.3	3523	1.642857	2.066144
17.3	3623	1.380952	2.041982
15.7	3766	1.750000	2.029767
15.4	3860	1.350000	2.008574
14.0	3953	2.576923	2.019862
12.7	4054	1.729730	2.011887
12.1	4147	2.000000	2.011619
11.4	4644	2.067901	2.017544
10.6	4756	2.027027	2.017766
9.6	4855	1.675676	2.009919
8.8	5006	1.960784	2.008413
8.0	7479	2.468443	2.146403
7.2	7585	2.312500	2.148609
7.1	7705	1.553191	2.137215
6.4	7953	1.431373	2.109070
5.6	8071	1.878049	2.105425
4.9	8166	1.968750	2.103763
4.8	8348	1.394737	2.083857
4.2	9171	1.099490	1.959342
3.6	9276	0.981132	1.942893
3.0	9292	4.333333	1.945166
