"","Naive_Control_Rep_1","Naive_Control_Rep_2","Naive_Control_Rep_3","Naive_DEX_Rep_1","Naive_DEX_Rep_2","Naive_DEX_Rep_3"
"ENSMUSG00000024805.16",760.862652190402,776.541792920305,781.327882227731,818.016954875605,796.723185422462,859.505340416063
"ENSMUSG00000024807.18",547.507351782372,720.597384183036,734.303518945507,712.924498867281,751.725530431824,797.18471150372
"ENSMUSG00000024811.11",5730.00172603184,5242.90958897484,4669.8809997963,5853.93383332855,5422.2174263718,5530.95581597044
"ENSMUSG00000024812.11",14.9034952490903,19.2047970292119,19.894922927095,18.9355776591575,21.1753670544176,35.0553537631929
"ENSMUSG00000024816.12",4080.42012030358,3336.62473603176,3564.80846266402,4497.19969404991,4974.88779734723,4053.43757217364
"ENSMUSG00000024817.13",1290.32893077651,1202.3872922637,1215.3989279098,1642.66136193192,1578.88830599501,1541.13721914481
"ENSMUSG00000024818.15",888.718953537861,788.231669372869,898.888790433293,831.271859237015,903.923481135451,891.964001307908
"ENSMUSG00000024824.7",718.505349903513,769.86186351884,737.01646298102,749.848875302638,824.515854681385,808.869829424784
"ENSMUSG00000024826.15",1535.06001065631,1398.61021843173,1316.68217190229,1470.34760523358,1592.12291040402,1425.58438636984
"ENSMUSG00000024829.12",473.774270023714,377.416011182772,467.530688786733,401.434246374139,408.94927623844,424.559284465336
"ENSMUSG00000024830.17",400.041188265057,673.002887197598,568.813932779216,417.529487384423,506.885348865121,582.957549617541
"ENSMUSG00000024831.14",435.338940170797,409.145675839731,414.176122754978,423.210160682171,416.890038883846,402.487395058882
"ENSMUSG00000024833.15",769.490991545138,753.162040015178,870.855035399659,850.207436896173,857.602365703912,767.322743483223
"ENSMUSG00000024835.15",2310.041763609,2206.881676009,2318.66283568507,2063.97796484817,2241.94198688646,2092.93445430618
"ENSMUSG00000024841.8",815.770266265998,733.957242985966,799.414175797818,904.173833224772,803.340487626967,841.32849031663
"ENSMUSG00000024842.8",3.13757794717691,5.00994705109875,0.904314678504319,0,3.9703813227033,1.29834643567381
"ENSMUSG00000024843.15",200.020594132528,293.91689366446,209.801005413002,195.036449889322,153.521411144527,235.00070485696
"ENSMUSG00000024844.15",1447.99222262215,1151.45283057753,1442.38191221439,1441.94423874485,1443.8953410231,1368.4571432002
"ENSMUSG00000024845.17",1367.98398496913,1539.72372703768,1460.46820578447,1204.30273912242,1296.99123208308,1287.95966418842
"ENSMUSG00000024846.6",0.784394486794229,3.3399647007325,1.80862935700864,0,0,3.89503930702143
"ENSMUSG00000024847.15",1537.41319411669,1245.80683337322,1300.40450768921,1276.25793422722,1376.39885853714,1250.30761755388
"ENSMUSG00000024851.14",3370.5431097548,4361.99389915664,3922.91707535173,3477.51883710428,3831.41797640868,3730.14930969086
"ENSMUSG00000024853.10",5082.09187993981,4345.29407565298,4856.16982356819,5076.62837042013,4953.71243029281,4857.11401585573
"ENSMUSG00000024854.4",269.04730897042,288.071955438178,243.260648517662,237.641499622427,222.341354071385,288.232908719586
"ENSMUSG00000024855.10",2939.91053650477,2177.65698487759,2273.44710175986,2428.48783478695,2652.2147235658,2394.15082738251
"ENSMUSG00000024856.10",2157.86923317092,1693.36210327138,1842.0890001133,1921.01435352153,2215.47277806844,2012.43697529441
"ENSMUSG00000024858.14",11223.9007115386,9670.86779097094,10366.159159695,10931.5089826316,11424.1105258583,11120.3372215462
"ENSMUSG00000024862.16",247.868657826976,313.121690693672,247.782221910183,209.238133133691,271.309390384725,225.912279807243
"ENSMUSG00000024867.14",0.784394486794229,1.66998235036625,6.33020274953023,1.89355776591575,5.2938417636044,11.6851179210643
"ENSMUSG00000024869.10",35.2977519057403,50.0994705109875,47.0243632822246,31.2437031376099,37.0568923452308,54.5305502983001
"ENSMUSG00000024870.6",2000.20594132528,1669.98235036625,1914.43417439364,1847.16560065082,1896.51881181127,1709.92225578241
"ENSMUSG00000024871.11",26.6694125510038,55.1094175620862,39.78984585419,23.6694720739469,27.7926692589231,22.0718894064548
"ENSMUSG00000024873.7",4.70636692076537,5.84493822628187,7.23451742803455,1.89355776591575,17.2049857317143,7.79007861404287
"ENSMUSG00000024875.5",284.735198706305,247.992379029388,262.251256766252,218.705921963269,235.575958480396,266.161019313131
"ENSMUSG00000024878.9",140.406613136167,134.433579204483,130.221313704622,166.633083400586,137.639885853714,168.785036637595
"ENSMUSG00000024883.8",14.1191007622961,2.50497352554937,16.2776642130777,16.0952410102839,9.26422308630769,14.2818107924119
"ENSMUSG00000024885.9",3.92197243397114,5.84493822628187,15.3733495345734,10.4145677125366,10.5876835272088,20.773542970781
"ENSMUSG00000024887.10",111.38401712478,169.503208562174,143.786033882187,151.48462127326,152.197950703626,124.641257824686
"ENSMUSG00000024889.5",376.50935366123,384.93093175942,325.553284261555,387.232563129771,357.334319043297,325.884955354127
"ENSMUSG00000024891.6",57.2607975359787,70.9742498905655,50.6416219962418,57.7535118604305,56.9087989587473,71.4090539620596
"ENSMUSG00000024892.17",48.6324581812422,27.5547087810431,52.4502513532505,54.9131752115568,55.5853385178462,48.038818119931
"ENSMUSG00000024896.9",640.850295710885,539.404299168298,617.64692541845,741.327865356017,562.470687382967,597.239360409953
"ENSMUSG00000024899.7",3.13757794717691,6.67992940146499,8.13883210653887,12.3081254784524,5.2938417636044,2.59669287134762
"ENSMUSG00000024900.5",1254.24678438397,1513.00400943182,1392.64460489665,1992.02276974337,1899.16573269308,1542.43556558049
"ENSMUSG00000024901.15",0.784394486794229,4.17495587591562,3.61725871401727,0.946778882957876,3.9703813227033,0
"ENSMUSG00000024902.5",392.981637883909,404.970719963815,410.558864040961,333.266166801172,367.922002570505,332.376687532496
"ENSMUSG00000024906.10",405.531949672616,551.929166796045,471.14794750075,415.635929618508,459.240772992681,482.984874070658
"ENSMUSG00000024908.15",2310.041763609,2639.40710475386,2201.10192747951,2526.00605973161,2489.42908933497,2444.78633837379
"ENSMUSG00000024909.15",32.1601739585634,30.8946734817756,27.1294403551296,31.2437031376099,27.7926692589231,28.5636215848238
"ENSMUSG00000024910.5",4419.27853859868,5909.23254677097,5121.13402436996,3520.12388683738,4498.44203862283,4061.22765078768
"ENSMUSG00000024911.7",666.735313775094,600.358654956666,672.810120807213,528.302616690495,612.762184137209,603.731092588322
"ENSMUSG00000024913.16",121.581145453105,102.703914547524,107.613446742014,133.495822497061,121.758360562901,128.536297131707
"ENSMUSG00000024914.16",1415.83204866358,1022.86418959933,1245.24131230045,1286.67250193975,1291.69739031947,1260.69438903927
"ENSMUSG00000024921.17",2728.12402507033,2540.87814608225,2363.87856961029,2644.35342010135,2354.43612436306,2739.51097927174
"ENSMUSG00000024925.11",417.29786697453,359.046205328743,371.673332865275,409.95525632076,423.507341088352,444.034481000444
"ENSMUSG00000024926.10",509.072021929454,647.953151942104,595.039058455842,495.165355786969,504.238427983319,476.493141892289
"ENSMUSG00000024927.8",1656.64115610941,1705.88697089912,1699.20728090961,1667.27761288882,1780.05429301198,1817.68500994334
"ENSMUSG00000024936.8",8.62833935473651,7.51492057664812,6.33020274953023,10.4145677125366,5.2938417636044,3.89503930702143
"ENSMUSG00000024937.15",714.583377469542,658.808037219485,718.930169410933,717.65839328207,775.547818368044,743.952507641094
"ENSMUSG00000024941.9",752.234312835665,744.812128263347,852.768741829572,746.061759770806,802.017027186066,833.538411702587
"ENSMUSG00000024942.17",2774.40329979119,2332.13035228647,2643.31180526812,2827.08174451222,2841.46956661466,2740.80932570742
"ENSMUSG00000024943.9",1044.81345640991,1300.91625093531,1075.23015274163,1083.11504210381,1064.06219448448,1023.09699131096
"ENSMUSG00000024944.6",150.603741464492,226.282608474627,207.088061377489,162.845967868755,170.726396876242,171.381729508943
"ENSMUSG00000024947.17",1084.03318074962,922.665248577352,1005.5979224968,1086.90215763564,1220.23052651081,1091.90935240168
"ENSMUSG00000024948.15",5759.02432204323,8424.22596642254,7137.75575743459,6770.41579203177,7138.74561822053,7507.03909106598
"ENSMUSG00000024949.17",4692.24782000308,5600.28581195321,4983.6781932373,5340.77967876538,5084.73501394202,5582.88967339739
"ENSMUSG00000024952.13",495.737315653952,322.306593620686,419.602010826004,387.232563129771,453.946931229077,390.802277137817
"ENSMUSG00000024953.17",869.109091368005,613.718513759596,823.830672117434,786.773251737995,876.130811876527,786.79794001833
"ENSMUSG00000024955.14",469.067903102949,476.779961029564,490.138555749341,414.68915073555,464.534614756286,457.017945357182
"ENSMUSG00000024957.9",0.784394486794229,5.84493822628187,3.61725871401727,1.89355776591575,1.3234604409011,0
"ENSMUSG00000024958.13",168.644814660759,178.688111489189,135.647201775648,112.666687071987,136.316425412813,148.011493666814
"ENSMUSG00000024959.14",225.905612196738,141.113508605948,196.236285235437,173.260535581291,164.109094671736,142.818107924119
"ENSMUSG00000024960.9",95.6961273888959,179.523102664372,160.063698095264,135.389380262976,152.197950703626,153.20487940951
"ENSMUSG00000024962.13",99.618099822867,113.558799824905,131.125628383126,86.1568783491667,91.3187704221758,119.447872081991
"ENSMUSG00000024963.12",134.131457241813,211.25276732133,135.647201775648,103.198898242409,119.111439681099,123.342911389012
"ENSMUSG00000024965.9",4031.78766212233,4018.81252615638,4152.61300369183,3788.06231071446,4483.88397377292,3958.65828236945
"ENSMUSG00000024966.9",2350.8302769223,1825.29070895031,2007.57858627959,3426.39277742455,2949.99332276855,3266.63963215531
"ENSMUSG00000024968.14",37.650935366123,32.5646558321418,45.2157339252159,45.4453863819781,47.6445758724396,42.8454323772358
"ENSMUSG00000024969.15",4529.09376674988,4316.06938452157,4320.81553389363,4537.9111860171,4657.25729153097,4413.07953485528
"ENSMUSG00000024970.5",370.234197766876,366.561125905392,333.692116368094,342.733955630751,404.978894915736,347.956844760581
"ENSMUSG00000024974.10",2641.84063152296,2429.82431978289,2491.3869392794,3034.42631987999,2656.18510488851,2412.32767748194
"ENSMUSG00000024975.13",8757.76444505756,6821.87790124612,6618.67913197311,9424.2370009627,7482.84533285481,7214.91114303937
"ENSMUSG00000024976.14",1240.12768362168,1102.18835124172,1010.11949588932,1383.24394800146,1402.86806735516,1193.18037438423
"ENSMUSG00000024978.11",292.579143574247,278.887052511163,313.797193440999,216.812364197354,213.077130985077,264.862672877457
"ENSMUSG00000024981.6",1985.30244607619,1811.0958589722,2157.6948229113,2171.91075750537,1847.55077549793,1966.99485004582
"ENSMUSG00000024982.10",552.998113189931,532.724369766833,599.560631848363,604.044927327125,551.883003855758,549.200542290022
"ENSMUSG00000024983.10",734.193239639398,541.074281518664,684.566211627769,657.064544772766,652.465997364242,576.465817439172
"ENSMUSG00000024985.19",1.56878897358846,1.66998235036625,5.42588807102591,11.3613465954945,3.9703813227033,5.19338574269525
"ENSMUSG00000024986.12",3.13757794717691,10.0198941021975,16.2776642130777,10.4145677125366,13.234604409011,10.3867714853905
"ENSMUSG00000024989.15",13.3347062755019,26.71971760586,37.9812164971814,34.0840397864835,46.3211154315385,48.038818119931
"ENSMUSG00000024991.8",7129.36149047274,6937.1066834214,7532.94127194097,8122.41603689562,7065.95529397097,7447.31515502498
"ENSMUSG00000024993.15",446.320462985916,390.775869985702,350.874095259676,443.092517224286,457.91731255178,472.598102585267
"ENSMUSG00000024997.7",1438.57948878062,1179.84253053375,1242.52836826493,1349.15990821497,1335.37158486921,1346.38525379374
"ENSMUSG00000024998.17",143.544191083344,107.713861598623,103.996188027997,133.495822497061,95.2891517448791,92.1825969328406
"ENSMUSG00000024999.7",642.419084684473,714.752445956754,653.819512558622,717.65839328207,636.584472073429,645.278178529884
"ENSMUSG00000025001.11",261.987758589272,266.362184883417,278.52892097933,256.577077281584,195.872145253363,228.508972678591
"ENSMUSG00000025006.17",141.191007622961,146.123455657047,138.360145811161,135.389380262976,137.639885853714,111.657793467948
"ENSMUSG00000025007.13",1186.00446403287,1048.74891603,1165.66162059207,1004.53239481831,1070.67949668899,1024.39533774664
"ENSMUSG00000025008.15",89.4209714945421,164.493261511075,142.881719203682,125.921591433398,121.758360562901,131.132990003055
"ENSMUSG00000025010.14",148.250558004109,214.592732022063,144.690348560691,142.963611326639,162.785634230835,133.729682874403
"ENSMUSG00000025014.13",87.0677880341594,80.994143992763,103.091873349492,94.6778882957876,120.434900122,98.6743291112097
"ENSMUSG00000025016.11",4242.00538458319,3683.14607373276,3866.84956528447,4408.20247905187,4168.90038883846,4188.46560148372
"ENSMUSG00000025017.10",28.2382015245922,63.4593293139174,44.3114192467116,54.9131752115568,63.5261011632527,54.5305502983001
"ENSMUSG00000025019.17",487.108976299216,683.857772474979,501.894646569897,488.537903606264,464.534614756286,590.747628231584
"ENSMUSG00000025024.7",1389.16263611258,1239.12690397176,1064.37837659958,1252.58846215327,1150.08712314305,1132.15809190756
"ENSMUSG00000025025.14",319.248556125251,197.057917343217,214.322578805524,374.924437651319,285.867455234637,351.851884067603
"ENSMUSG00000025026.15",10019.8551743095,8431.74088699919,8568.38157882842,9105.1725174059,9150.4054883902,8727.48474059936
"ENSMUSG00000025027.18",484.755792838833,391.610861160885,547.110380495113,473.389441478938,483.063060928901,440.139441693422
"ENSMUSG00000025034.9",2157.86923317092,1554.75356819098,1476.74586999755,1784.6781943756,1762.84930728026,1693.04375211865
"ENSMUSG00000025035.9",240.024712959034,156.143349759244,198.94922927095,216.812364197354,199.842526576066,216.823854757527
"ENSMUSG00000025036.7",352.977519057403,361.551178854293,441.305563110108,352.20174446033,373.21584433411,350.553537631929
"ENSMUSG00000025037.6",10.9815228151192,5.84493822628187,9.9474614635475,8.52100994662089,10.5876835272088,10.3867714853905
"ENSMUSG00000025040.13",571.039186386198,500.159713934691,416.889066790491,504.633144616548,498.944586219714,464.808023971224
"ENSMUSG00000025041.17",422.004233895295,450.895234598887,484.712667678315,565.226993125852,494.974204897011,479.089834763636
"ENSMUSG00000025047.9",1254.24678438397,1598.1731093005,1443.28622689289,1336.85178273652,1566.9771620269,1420.39100062715
"ENSMUSG00000025049.6",259.63457512889,186.203032065837,220.652781555054,267.938423877079,202.489447457868,222.017240500222
"ENSMUSG00000025050.8",507.503232955866,639.603240190273,536.258604353061,527.355837807537,488.356902692506,536.217077933284
"ENSMUSG00000025058.4",42.3573022868883,38.4095940584237,33.4596431046598,31.2437031376099,22.4988274953187,54.5305502983001
"ENSMUSG00000025059.16",188.254676830615,222.107652598711,165.48958616629,168.526641166502,162.785634230835,176.575115251638
"ENSMUSG00000025060.15",1949.22029968366,2428.15433743253,1981.35346060296,2093.32811021986,1851.52115682064,1994.26012519497
"ENSMUSG00000025066.10",1303.66363705201,906.800416248873,880.802496863206,1198.62206582467,1075.97333845259,1067.24077012387
"ENSMUSG00000025068.8",195.314227211763,208.747793795781,227.887298983088,193.142892123407,206.459828780571,176.575115251638
"ENSMUSG00000025069.15",2.35318346038269,0,0.904314678504319,0.946778882957876,3.9703813227033,2.59669287134762
"ENSMUSG00000025076.11",242.377896419417,237.137493752007,236.930445768131,212.078469782564,191.901763930659,223.315586935896
"ENSMUSG00000025077.13",52.5544306152133,44.2545322847056,73.2494889588498,36.9243764353572,29.1161296998242,62.3206289123429
"ENSMUSG00000025078.9",693.404726326098,832.486201657575,776.80630883521,726.179403228691,758.34283263633,855.610301109042
"ENSMUSG00000025085.16",23769.5061333255,22358.5586978785,20090.2548976519,24158.0099775532,22701.3169427765,22989.8203364762
"ENSMUSG00000025086.13",288.657171140276,439.205358146323,413.271808076474,313.383810259057,369.245463011407,372.625427038384
"ENSMUSG00000025089.15",4.70636692076537,0,0,0.946778882957876,3.9703813227033,1.29834643567381
"ENSMUSG00000025092.7",3.92197243397114,7.51492057664812,2.71294403551296,6.62745218070513,0,0
"ENSMUSG00000025094.8",33.7289629321518,31.7296646569587,37.0769018186771,29.3501453716942,56.9087989587473,53.2322038626263
"ENSMUSG00000025102.14",280.02883178554,286.401973087812,239.643389803644,255.630298398627,250.134023330308,249.282515649372
"ENSMUSG00000025103.8",1127.17487752331,839.16613105904,900.697419790301,1032.93576130704,1030.97568346196,967.268094576989
"ENSMUSG00000025104.13",1013.43767693814,1101.35336006654,859.098944579103,1000.74527928648,925.098848189868,940.002819427839
"ENSMUSG00000025130.11",4061.59465262052,2914.95419256429,3613.64145530326,3751.13793427911,3826.12413464508,3550.97750156787
"ENSMUSG00000025132.13",8893.46469127296,6790.98322776435,7083.49687672433,7405.70442249651,8435.73685030361,7268.143346902
"ENSMUSG00000025133.9",735.762028612986,760.676960591826,741.538036373541,764.997337429964,794.076264540659,667.350067936339
"ENSMUSG00000025134.2",705.170643628011,599.523663781483,672.810120807213,703.456710037702,688.199429268571,664.753375064991
"ENSMUSG00000025135.12",687.129570431744,683.857772474979,611.316722668919,575.641560838389,696.140191913978,719.283925363291
"ENSMUSG00000025137.15",830.673761515088,815.786378153912,841.012651009016,752.689211951512,776.871278808945,797.18471150372
"ENSMUSG00000025138.14",2241.79944325791,2403.10460217703,2120.61792109263,1999.59700080703,2272.38157702719,2259.12279807243
"ENSMUSG00000025139.14",1266.79709617268,1071.29367775995,1060.76111788557,1134.24110178354,1041.56336698916,1090.611005966
"ENSMUSG00000025140.15",5.4907614075596,13.35985880293,19.894922927095,16.0952410102839,17.2049857317143,22.0718894064548
"ENSMUSG00000025142.18",687.129570431744,718.92740183267,718.930169410933,595.523917380504,723.932861172901,664.753375064991
"ENSMUSG00000025144.17",431.416967736826,349.026311226546,404.22866129143,375.871216534277,386.450448743121,344.06180545356
"ENSMUSG00000025145.13",423.573022868883,596.183699080751,585.995911670798,538.717184403032,606.144881932703,638.786446351515
"ENSMUSG00000025147.7",735.762028612986,650.458125467654,669.192862093196,823.697628173352,805.987408508769,698.510382392511
"ENSMUSG00000025151.16",30.5913849849749,31.7296646569587,34.3639577831641,18.9355776591575,25.1457483771209,23.3702358421286
"ENSMUSG00000025153.9",2865.39306025932,2580.12273131585,2918.22346753344,2526.95283861457,2940.72909968224,2966.72160551466
"ENSMUSG00000025154.15",82.361421113394,76.8191881168474,87.7185238149189,89.9439938809982,91.3187704221758,107.762754160926
"ENSMUSG00000025155.15",723.996111311073,771.531845869207,789.46671433427,729.019739877565,841.720840413099,827.046679524218
"ENSMUSG00000025156.17",770.275386031932,748.987084139262,784.945140941749,705.350267803618,795.39972498156,721.880618234639
"ENSMUSG00000025157.8",316.110978178074,304.77177894184,279.433235657834,259.417413930458,267.339009062022,354.448576938951
"ENSMUSG00000025158.7",211.786511434442,233.797529051275,282.146179693347,266.991644994121,267.339009062022,259.669287134762
"ENSMUSG00000025159.8",1423.67599353152,1994.79391751248,1737.1884974068,1333.06466720469,1498.15721910004,1521.66202260971
"ENSMUSG00000025161.16",24.3162290906211,26.71971760586,36.1725871401727,27.4565876057784,35.7334319043297,20.773542970781
"ENSMUSG00000025162.18",3038.74424184084,2525.01331375377,2576.3925190588,2994.66160679576,3000.28481952279,2901.80428373097
"ENSMUSG00000025163.6",1687.23254109439,986.959569066453,1537.33495345734,1651.18237187854,1613.29827745844,1625.52973746361
"ENSMUSG00000025169.6",46.2792747208595,47.5944969854381,59.684768781285,53.0196174456411,64.8495616041538,54.5305502983001
"ENSMUSG00000025171.2",123.934328913488,108.548852773806,117.560908205561,110.773129306072,157.491792467231,122.044564953338
"ENSMUSG00000025173.13",854.989990605709,651.293116642837,717.121540053925,714.818056633197,648.495616041538,676.438492986056
"ENSMUSG00000025175.12",0.784394486794229,0,9.04314678504319,7.57423106366301,1.3234604409011,6.49173217836906
"ENSMUSG00000025178.9",784.394486794229,701.392587153824,787.658084977262,860.622004608709,844.367761294901,708.897153877901
"ENSMUSG00000025184.10",589.86465406926,460.915128701085,572.431191493234,702.509931154744,618.056025900813,625.802981994777
"ENSMUSG00000025185.14",3.92197243397114,1.66998235036625,3.61725871401727,1.89355776591575,5.2938417636044,1.29834643567381
"ENSMUSG00000025188.15",666.735313775094,829.981228132025,751.485497837089,579.42867637022,677.611745741363,655.664950015275
"ENSMUSG00000025190.13",384.353298529172,368.231108255758,398.802773220405,396.70035195935,407.625815797538,377.818812781079
"ENSMUSG00000025192.13",92.558549441719,115.228782175271,67.8236008878239,71.0084162218407,99.2595330675824,109.0611005966
"ENSMUSG00000025193.14",134.915851728607,111.053826299356,142.881719203682,119.294139252692,133.669504531011,93.4809433685144
"ENSMUSG00000025195.9",265.909731023243,239.642467277557,228.791613661593,223.439816378059,227.635195834989,273.951097927174
"ENSMUSG00000025198.16",234.533951551474,203.737846744682,232.40887237561,278.352991589616,259.398246416615,259.669287134762
"ENSMUSG00000025199.16",1282.48498590856,1575.62834757056,1289.55273154716,1261.10947209989,1255.96395841514,1285.36297131707
"ENSMUSG00000025200.7",287.872776653482,291.41192013891,295.710899870912,279.299770472573,277.926692589231,244.089129906677
"ENSMUSG00000025201.7",12.5503117887077,5.00994705109875,10.8517761420518,16.0952410102839,10.5876835272088,12.9834643567381
"ENSMUSG00000025203.6",1140.50958379881,992.804507292735,1226.25070405186,870.089793438288,996.565711998527,830.941718831239
"ENSMUSG00000025204.10",426.71060081606,344.016364175447,462.104800715707,383.44544759794,447.329629024571,425.85763090101
"ENSMUSG00000025207.16",90.2053659813363,86.8390822190449,122.082481598083,82.3697628173352,93.965691303978,88.2875576258192
"ENSMUSG00000025208.9",268.262914483626,196.222926168034,219.748466876549,215.865585314396,169.402936435341,190.85692604405
"ENSMUSG00000025209.5",337.289629321518,349.861302401729,373.481962222284,343.680734513709,345.423175075187,333.67503396817
"ENSMUSG00000025212.17",2036.28808771782,2026.52358216944,1766.12656711893,1763.84905895052,1825.05194800262,1738.48587736723
"ENSMUSG00000025213.11",5.4907614075596,12.5248676277469,9.9474614635475,3.7871155318315,3.9703813227033,6.49173217836906
"ENSMUSG00000025217.15",311.404611257309,308.946734817756,297.519529227921,251.843182866795,197.195605694264,229.807319114265
"ENSMUSG00000025218.6",269.04730897042,288.071955438178,273.103032908304,213.97202754848,242.193260684901,242.790783471003
"ENSMUSG00000025220.8",4287.50026481725,4809.5491690548,4045.90387162832,4545.48541708076,3857.8871852267,4265.06804118847
"ENSMUSG00000025221.16",11.7659173019134,25.8847264306768,12.6604054990605,4.73389441478938,10.5876835272088,11.6851179210643
"ENSMUSG00000025223.15",5069.5415681511,5461.67727687282,5131.98580051201,5237.58078052297,5419.57050549,5527.06077666341
"ENSMUSG00000025224.16",1218.16463799144,1326.80097736598,1200.92989305374,1161.69768938931,1283.75662767407,1261.99273547494
"ENSMUSG00000025225.15",820.476633186763,913.480345650338,851.864427151068,1083.11504210381,931.716150394374,1152.93163487834
"ENSMUSG00000025226.11",39.2197243397114,33.399647007325,20.7992376055993,38.8179342012729,56.9087989587473,23.3702358421286
"ENSMUSG00000025227.14",15.6878897358846,23.3797529051275,12.6604054990605,22.722693190989,11.9111439681099,18.1768500994334
"ENSMUSG00000025228.5",2087.27372935944,1807.75589427146,1927.99889457121,2205.99479729185,2298.85078584521,2085.14437569214
"ENSMUSG00000025231.17",639.281506737296,607.873575533314,595.943373134346,686.41469014446,673.641364418659,717.985578927618
"ENSMUSG00000025232.8",643.987873658062,581.153857927454,579.665708921268,674.106564666008,640.554853396132,641.383139222863
"ENSMUSG00000025234.11",3360.34598142648,3127.87694223598,2813.32296482694,3443.4347973178,3225.27309447598,3373.10403988056
"ENSMUSG00000025235.8",178.841942989084,182.863067365104,158.255068738256,133.495822497061,136.316425412813,133.729682874403
"ENSMUSG00000025236.11",1217.38024350464,1859.52534713282,1593.40246352461,1224.18509566453,1409.48536955967,1400.91580409204
"ENSMUSG00000025237.16",888.718953537861,925.170222102902,815.691840010895,900.38671769294,889.365416285538,989.339983983444
"ENSMUSG00000025239.3",2558.69481592277,2148.43229374618,2190.25015133746,2569.55788834768,2559.57249270273,2429.2061811457
"ENSMUSG00000025240.10",768.706597058344,584.493822628187,671.905806128709,693.042142325165,673.641364418659,688.12361090712
"ENSMUSG00000025241.16",1895.09708009486,2047.39836154902,1760.70067904791,1512.00587608373,1663.58977421268,1622.93304459226
"ENSMUSG00000025245.14",345.917968676255,475.944969854381,405.132975969935,425.103718448086,363.951621247802,442.73613456477
"ENSMUSG00000025246.13",2861.47108782535,2559.24795193628,2642.40749058962,2976.67280801956,2656.18510488851,2777.16302590628
"ENSMUSG00000025257.5",16.4722842226788,24.2147440803106,12.6604054990605,11.3613465954945,11.9111439681099,19.4751965351072
"ENSMUSG00000025260.10",895.778503919009,696.382640102726,660.149715308153,817.070175992647,770.25397660444,788.096286454004
"ENSMUSG00000025261.17",8921.70289279756,11213.0964915342,9756.65106638309,9994.19788850334,9628.17470755549,11833.1294147311
"ENSMUSG00000025262.8",197.667410672146,268.867158408966,199.853543949454,221.546258612143,242.193260684901,266.161019313131
"ENSMUSG00000025264.12",394.550426857497,369.901090606124,384.333738364335,406.168140788929,385.12698830222,373.923773474058
"ENSMUSG00000025265.14",2.35318346038269,1.66998235036625,2.71294403551296,0.946778882957876,1.3234604409011,0
"ENSMUSG00000025266.11",1256.59996784435,1017.85424254823,1099.64664906125,1215.66408571791,1171.26249019747,991.936676854792
"ENSMUSG00000025268.15",25.1006235774153,19.2047970292119,17.1819788915821,27.4565876057784,14.5580648499121,12.9834643567381
"ENSMUSG00000025269.16",159.232080819228,167.833226211808,160.968012773769,215.865585314396,197.195605694264,171.381729508943
"ENSMUSG00000025270.13",0.784394486794229,5.00994705109875,9.9474614635475,6.62745218070513,3.9703813227033,3.89503930702143
"ENSMUSG00000025271.13",58.8295865095671,83.4991175183124,58.7804541027807,50.1792807967674,56.9087989587473,59.7239360409953
"ENSMUSG00000025277.14",200.020594132528,140.278517430765,139.264460489665,219.652700846227,183.961001285253,180.47015455866
"ENSMUSG00000025278.9",817.339055239586,747.317101788896,823.830672117434,759.316664132217,790.105883217956,877.682190515496
"ENSMUSG00000025279.7",1.56878897358846,12.5248676277469,37.9812164971814,37.871155318315,44.9976549906374,28.5636215848238
"ENSMUSG00000025280.8",656.538185446769,809.94143992763,722.547428124951,649.490313709103,697.463652354879,707.598807442227
"ENSMUSG00000025283.15",1191.49522544043,1259.16669217615,1184.65222884066,1241.22711555778,1172.58595063837,1242.51753893984
"ENSMUSG00000025287.15",638.497112250502,440.87534049669,652.915197880118,694.935700091081,635.261011632527,623.206289123429
"ENSMUSG00000025289.15",45.4948802340653,65.9643028394668,104.900502706501,119.294139252692,79.4076264540659,79.1991325761025
"ENSMUSG00000025290.17",54014.1887551374,40241.5646967755,54544.6441486665,58430.4587617453,50834.1155350112,50601.7539839511
"ENSMUSG00000025314.16",10.197128328325,41.7495587591562,40.6941605326943,54.9131752115568,54.2618780769451,54.5305502983001
"ENSMUSG00000025316.16",358.468280464962,346.521337700997,332.787801689589,432.677949511749,428.801182851956,520.636920705198
"ENSMUSG00000025318.13",0,2.50497352554937,2.71294403551296,0,7.94076264540659,5.19338574269525
"ENSMUSG00000025321.14",0.784394486794229,0,1.80862935700864,9.46778882957876,5.2938417636044,14.2818107924119
"ENSMUSG00000025323.10",1753.9060724719,1608.1930034027,1290.45704622566,1248.80134662144,1486.24607513193,1393.125725478
"ENSMUSG00000025324.8",706.7394326016,865.050857489717,675.523064842726,500.846029084717,569.087989587473,636.189753480168
"ENSMUSG00000025326.12",1506.82180913171,1414.47505076021,1208.16441048177,1485.49606736091,1527.27334879987,1606.0545409285
"ENSMUSG00000025328.9",10.9815228151192,8.34991175183124,9.04314678504319,0.946778882957876,3.9703813227033,5.19338574269525
"ENSMUSG00000025329.3",5.4907614075596,16.6998235036625,6.33020274953023,0.946778882957876,3.9703813227033,1.29834643567381
"ENSMUSG00000025330.6",8.62833935473651,0.834991175183124,9.04314678504319,6.62745218070513,7.94076264540659,11.6851179210643
"ENSMUSG00000025332.14",2688.11990624382,2684.49662821374,2754.54251072415,2889.56915078744,2938.08217880044,3051.11412383346
